   111 -0.106600 0.046400 -0.060400 -0.022724 0.007641 -0.999713 -0.193517 -0.981092 -0.003172 -0.980834 0.193389 0.023773 0.999304
   112 -0.106600 0.046400 -0.060400 -0.193517 -0.981092 -0.003172 0.022724 -0.007641 0.999713 -0.980834 0.193389 0.023773 -0.003314
   113 -0.106600 0.046400 -0.060400 -0.022724 0.007641 -0.999713 -0.193517 -0.981092 -0.003172 -0.980834 0.193389 0.023773 -0.000327
   121 -0.102000 0.063100 -0.025600 -0.004035 0.006029 -0.999974 -0.256333 -0.966577 -0.004803 -0.966580 0.256306 0.005445 0.999019
   122 -0.102000 0.063100 -0.025600 -0.004035 0.006029 -0.999974 -0.256333 -0.966577 -0.004803 -0.966580 0.256306 0.005445 -0.008459
   123 -0.102000 0.063100 -0.025600 -0.256333 -0.966577 -0.004803 0.004035 -0.006029 0.999974 -0.966580 0.256306 0.005445 -0.000110
   131 -0.108500 0.030200 -0.026600 0.007993 0.001806 -0.999966 -0.087419 -0.996169 -0.002460 -0.996140 0.087435 -0.007804 0.999033
   132 -0.108500 0.030200 -0.026600 0.007993 0.001806 -0.999966 -0.087419 -0.996169 -0.002460 -0.996140 0.087435 -0.007804 -0.017058
   133 -0.108500 0.030200 -0.026600 -0.087419 -0.996169 -0.002460 -0.007993 -0.001806 0.999966 -0.996140 0.087435 -0.007804 -0.000095
   141 -0.109900 0.013100 -0.062700 -0.035973 0.002382 -0.999350 -0.028014 -0.999606 -0.001435 -0.998960 0.027944 0.036025 0.999508
   142 -0.109900 0.013100 -0.062700 -0.028014 -0.999606 -0.001435 0.035973 -0.002382 0.999350 -0.998960 0.027944 0.036025 -0.002885
   143 -0.109900 0.013100 -0.062700 -0.035973 0.002382 -0.999350 -0.028014 -0.999606 -0.001435 -0.998960 0.027944 0.036025 -0.004411
   211 -0.107400 0.032900 0.008000 -0.057689 0.008347 -0.998300 -0.097285 -0.995253 -0.002734 -0.993583 0.096962 0.058227 1.001248
   212 -0.107400 0.032900 0.008000 -0.097285 -0.995253 -0.002734 0.057689 -0.008347 0.998300 -0.993583 0.096962 0.058227 -0.002669
   213 -0.107400 0.032900 0.008000 -0.057689 0.008347 -0.998300 -0.097285 -0.995253 -0.002734 -0.993583 0.096962 0.058227 -0.002598
   221 -0.098900 0.040300 0.041300 -0.333909 0.058301 -0.940801 -0.159734 -0.987150 -0.004467 -0.928972 0.148786 0.338930 1.004818
   222 -0.098900 0.040300 0.041300 -0.333909 0.058301 -0.940801 -0.159734 -0.987150 -0.004467 -0.928972 0.148786 0.338930 0.000370
   223 -0.098900 0.040300 0.041300 -0.159734 -0.987150 -0.004467 0.333909 -0.058301 0.940801 -0.928972 0.148786 0.338930 -0.000379
   231 -0.101100 0.004400 0.040800 -0.340717 0.009232 -0.940121 0.038081 -0.998996 -0.023604 -0.939395 -0.043843 0.340023 1.005249
   232 -0.101100 0.004400 0.040800 -0.340717 0.009232 -0.940121 0.038081 -0.998996 -0.023604 -0.939395 -0.043843 0.340023 0.010262
   233 -0.101100 0.004400 0.040800 0.038081 -0.998996 -0.023604 0.340717 -0.009232 0.940121 -0.939395 -0.043843 0.340023 -0.000172
   241 -0.108300 -0.001100 0.007100 -0.067198 -0.010400 -0.997685 0.085998 -0.996285 0.004632 -0.994027 -0.085487 0.067843 1.001971
   242 -0.108300 -0.001100 0.007100 0.085998 -0.996285 0.004632 0.067198 0.010400 0.997685 -0.994027 -0.085487 0.067843 -0.001798
   243 -0.108300 -0.001100 0.007100 -0.067198 -0.010400 -0.997685 0.085998 -0.996285 0.004632 -0.994027 -0.085487 0.067843 -0.008932
   311 -0.086100 0.098800 0.009000 -0.039315 0.120432 -0.991943 -0.481234 -0.872280 -0.086843 -0.875711 0.473942 0.092249 1.000124
   312 -0.086100 0.098800 0.009000 -0.481234 -0.872280 -0.086843 0.039315 -0.120432 0.991943 -0.875711 0.473942 0.092249 -0.002019
   313 -0.086100 0.098800 0.009000 -0.039315 0.120432 -0.991943 -0.481234 -0.872280 -0.086843 -0.875711 0.473942 0.092249 -0.002288
   321 -0.088700 0.075700 0.041200 -0.343023 0.115406 -0.932211 -0.368197 -0.929524 0.020412 -0.864157 0.350238 0.361340 1.003347
   322 -0.088700 0.075700 0.041200 -0.343023 0.115406 -0.932211 -0.368197 -0.929524 0.020412 -0.864157 0.350238 0.361340 -0.008830
   323 -0.088700 0.075700 0.041200 -0.368197 -0.929524 0.020412 0.343023 -0.115406 0.932211 -0.864157 0.350238 0.361340 -0.000226
   331 -0.070200 0.075800 0.070700 -0.585142 0.224742 -0.779167 -0.392081 -0.919468 0.029184 -0.709859 0.322574 0.626135 1.006517
   332 -0.070200 0.075800 0.070700 -0.392081 -0.919468 0.029184 0.585142 -0.224742 0.779167 -0.709859 0.322574 0.626135 -0.002078
   333 -0.070200 0.075800 0.070700 -0.585142 0.224742 -0.779167 -0.392081 -0.919468 0.029184 -0.709859 0.322574 0.626135 0.001458
   341 -0.100300 0.065900 0.008100 -0.066530 0.024919 -0.997473 -0.285238 -0.958444 -0.004927 -0.956145 0.284189 0.070872 1.001630
   342 -0.100300 0.065900 0.008100 -0.285238 -0.958444 -0.004927 0.066530 -0.024919 0.997473 -0.956145 0.284189 0.070872 -0.003749
   343 -0.100300 0.065900 0.008100 -0.066530 0.024919 -0.997473 -0.285238 -0.958444 -0.004927 -0.956145 0.284189 0.070872 -0.005707
   411 -0.080800 0.041300 0.072000 -0.632288 0.047236 -0.773292 -0.135198 -0.989552 0.050080 -0.762847 0.136212 0.632069 1.006163
   412 -0.080800 0.041300 0.072000 -0.135198 -0.989552 0.050080 0.632288 -0.047236 0.773292 -0.762847 0.136212 0.632069 -0.002278
   413 -0.080800 0.041300 0.072000 -0.632288 0.047236 -0.773292 -0.135198 -0.989552 0.050080 -0.762847 0.136212 0.632069 -0.006259
   421 -0.052600 0.040600 0.095200 -0.874666 -0.019792 -0.484322 -0.055437 -0.988530 0.140484 -0.481547 0.149726 0.863536 0.998810
   422 -0.052600 0.040600 0.095200 -0.874666 -0.019792 -0.484322 -0.055437 -0.988530 0.140484 -0.481547 0.149726 0.863536 -0.002883
   423 -0.052600 0.040600 0.095200 -0.055437 -0.988530 0.140484 0.874666 0.019792 0.484322 -0.481547 0.149726 0.863536 0.000334
   431 -0.053700 0.005900 0.096900 -0.871152 -0.017843 -0.490690 0.026954 -0.999569 -0.011672 -0.490270 -0.023394 0.871256 0.991627
   432 -0.053700 0.005900 0.096900 -0.871152 -0.017843 -0.490690 0.026954 -0.999569 -0.011672 -0.490270 -0.023394 0.871256 -0.001487
   433 -0.053700 0.005900 0.096900 0.026954 -0.999569 -0.011672 0.871152 0.017843 0.490690 -0.490270 -0.023394 0.871256 0.000992
   441 -0.082900 0.006200 0.072800 -0.641200 0.002560 -0.767370 0.041601 -0.998409 -0.038054 -0.766247 -0.056324 0.640073 1.005046
   442 -0.082900 0.006200 0.072800 0.041601 -0.998409 -0.038054 0.641200 -0.002560 0.767370 -0.766247 -0.056324 0.640073 -0.001836
   443 -0.082900 0.006200 0.072800 -0.641200 0.002560 -0.767370 0.041601 -0.998409 -0.038054 -0.766247 -0.056324 0.640073 -0.000979
   511 -0.063700 0.125400 0.013600 0.012876 0.225050 -0.974262 -0.790920 -0.593840 -0.147647 -0.611783 0.772465 0.170350 0.997207
   512 -0.063700 0.125400 0.013600 -0.790920 -0.593840 -0.147647 -0.012876 -0.225050 0.974262 -0.611783 0.772465 0.170350 -0.002504
   513 -0.063700 0.125400 0.013600 0.012876 0.225050 -0.974262 -0.790920 -0.593840 -0.147647 -0.611783 0.772465 0.170350 0.000347
   521 -0.033200 0.139700 0.017400 0.006770 0.231046 -0.972919 -0.957191 -0.280062 -0.073154 -0.289380 0.931764 0.219259 0.993240
   522 -0.033200 0.139700 0.017400 -0.957191 -0.280062 -0.073154 -0.006770 -0.231046 0.972919 -0.289380 0.931764 0.219259 -0.002834
   523 -0.033200 0.139700 0.017400 0.006770 0.231046 -0.972919 -0.957191 -0.280062 -0.073154 -0.289380 0.931764 0.219259 0.000307
   531 -0.033700 0.127400 0.048500 -0.052179 0.469712 -0.881277 -0.961468 -0.262140 -0.082838 -0.269928 0.842997 0.465291 0.997445
   532 -0.033700 0.127400 0.048500 -0.052179 0.469712 -0.881277 -0.961468 -0.262140 -0.082838 -0.269928 0.842997 0.465291 -0.002302
   533 -0.033700 0.127400 0.048500 -0.961468 -0.262140 -0.082838 0.052179 -0.469712 0.881277 -0.269928 0.842997 0.465291 -0.000309
   541 -0.067200 0.108900 0.044300 -0.170711 0.377360 -0.910196 -0.710945 -0.686771 -0.151337 -0.682205 0.621264 0.385522 1.000994
   542 -0.067200 0.108900 0.044300 -0.170711 0.377360 -0.910196 -0.710945 -0.686771 -0.151337 -0.682205 0.621264 0.385522 -0.006184
   543 -0.067200 0.108900 0.044300 -0.710945 -0.686771 -0.151337 0.170711 -0.377360 0.910196 -0.682205 0.621264 0.385522 0.000046
   611 -0.035800 0.104800 0.075000 -0.006329 0.764262 -0.644875 -0.955714 -0.194351 -0.220993 -0.294229 0.614917 0.731646 1.006906
   612 -0.035800 0.104800 0.075000 -0.955714 -0.194351 -0.220993 0.006329 -0.764262 0.644875 -0.294229 0.614917 0.731646 -0.004252
   613 -0.035800 0.104800 0.075000 -0.006329 0.764262 -0.644875 -0.955714 -0.194351 -0.220993 -0.294229 0.614917 0.731646 0.001205
   621 0.000100 0.077500 0.096700 0.000200 0.915242 -0.402905 -1.000000 0.000178 -0.000309 -0.000212 0.402906 0.915242 1.003911
   622 0.000100 0.077500 0.096700 0.000200 0.915242 -0.402905 -1.000000 0.000178 -0.000309 -0.000212 0.402906 0.915242 -0.002574
   623 0.000100 0.077500 0.096700 -1.000000 0.000178 -0.000309 -0.000200 -0.915242 0.402905 -0.000212 0.402906 0.915242 -0.000562
   631 -0.018400 0.044000 0.106300 0.006591 0.983807 -0.179109 -0.991260 -0.017080 -0.130814 -0.131754 0.178407 0.975096 0.990294
   632 -0.018400 0.044000 0.106300 -0.991260 -0.017080 -0.130814 -0.006591 -0.983807 0.179109 -0.131754 0.178407 0.975096 -0.005884
   633 -0.018400 0.044000 0.106300 0.006591 0.983807 -0.179109 -0.991260 -0.017080 -0.130814 -0.131754 0.178407 0.975096 -0.000079
   641 -0.036800 0.075300 0.092200 -0.024495 0.895660 -0.444064 -0.951097 -0.157670 -0.265622 -0.307922 0.415842 0.855722 1.004540
   642 -0.036800 0.075300 0.092200 -0.024495 0.895660 -0.444064 -0.951097 -0.157670 -0.265622 -0.307922 0.415842 0.855722 -0.003009
   643 -0.036800 0.075300 0.092200 -0.951097 -0.157670 -0.265622 0.024495 -0.895660 0.444064 -0.307922 0.415842 0.855722 -0.001873
   711 -0.018500 0.010500 0.109600 -0.988997 -0.011901 -0.147454 0.013956 -0.999816 -0.013161 -0.147270 -0.015075 0.988981 0.978620
   712 -0.018500 0.010500 0.109600 0.013956 -0.999816 -0.013161 0.988997 0.011901 0.147454 -0.147270 -0.015075 0.988981 -0.003994
   713 -0.018500 0.010500 0.109600 -0.988997 -0.011901 -0.147454 0.013956 -0.999816 -0.013161 -0.147270 -0.015075 0.988981 -0.003149
   721 0.018600 0.010500 0.109600 0.987285 -0.007511 -0.158784 0.003398 0.999654 -0.026090 0.158925 0.025219 0.986969 0.978756
   722 0.018600 0.010500 0.109600 0.003398 0.999654 -0.026090 -0.987285 0.007511 0.158784 0.158925 0.025219 0.986969 -0.003866
   723 0.018600 0.010500 0.109600 0.987285 -0.007511 -0.158784 0.003398 0.999654 -0.026090 0.158925 0.025219 0.986969 -0.003102
   731 0.018600 -0.023300 0.105900 -0.036752 -0.970060 -0.240067 0.988535 -0.000101 -0.150993 0.146448 -0.242865 0.958942 0.974113
   732 0.018600 -0.023300 0.105900 0.988535 -0.000101 -0.150993 0.036752 0.970060 0.240067 0.146448 -0.242865 0.958942 -0.005883
   733 0.018600 -0.023300 0.105900 -0.036752 -0.970060 -0.240067 0.988535 -0.000101 -0.150993 0.146448 -0.242865 0.958942 0.000655
   741 -0.018500 -0.023700 0.105800 0.039099 -0.970394 -0.238343 0.992711 0.010430 0.120066 -0.114026 -0.241301 0.963728 0.974088
   742 -0.018500 -0.023700 0.105800 0.992711 0.010430 0.120066 -0.039099 0.970394 0.238343 -0.114026 -0.241301 0.963728 -0.004216
   743 -0.018500 -0.023700 0.105800 0.039099 -0.970394 -0.238343 0.992711 0.010430 0.120066 -0.114026 -0.241301 0.963728 0.001144
   811 0.000100 0.144500 0.018700 -0.000449 0.264155 -0.964480 -0.999943 -0.010387 -0.002343 -0.010637 0.964424 0.264145 0.993477
   812 0.000100 0.144500 0.018700 -0.999943 -0.010387 -0.002343 0.000449 -0.264155 0.964480 -0.010637 0.964424 0.264145 -0.005715
   813 0.000100 0.144500 0.018700 -0.000449 0.264155 -0.964480 -0.999943 -0.010387 -0.002343 -0.010637 0.964424 0.264145 -0.001160
   821 0.000100 0.131600 0.050000 0.000710 0.493820 -0.869564 -0.999993 -0.003016 -0.002440 -0.003827 0.869559 0.493814 0.999450
   822 0.000100 0.131600 0.050000 0.000710 0.493820 -0.869564 -0.999993 -0.003016 -0.002440 -0.003827 0.869559 0.493814 -0.002669
   823 0.000100 0.131600 0.050000 -0.999993 -0.003016 -0.002440 -0.000710 -0.493820 0.869564 -0.003827 0.869559 0.493814 -0.001872
   911 0.033100 0.139700 0.017300 -0.002349 0.247048 -0.969000 -0.965379 0.252192 0.066653 0.260841 0.935609 0.237903 0.997439
   912 0.033100 0.139700 0.017300 -0.965379 0.252192 0.066653 0.002349 -0.247048 0.969000 0.260841 0.935609 0.237903 -0.004665
   913 0.033100 0.139700 0.017300 -0.002349 0.247048 -0.969000 -0.965379 0.252192 0.066653 0.260841 0.935609 0.237903 -0.001140
   921 0.063800 0.125300 0.013500 -0.016714 0.224532 -0.974323 -0.783178 0.602827 0.152422 0.621571 0.765616 0.165773 1.002351
   922 0.063800 0.125300 0.013500 -0.783178 0.602827 0.152422 0.016714 -0.224532 0.974323 0.621571 0.765616 0.165773 0.003341
   923 0.063800 0.125300 0.013500 -0.016714 0.224532 -0.974323 -0.783178 0.602827 0.152422 0.621571 0.765616 0.165773 -0.001078
   931 0.067100 0.108800 0.044400 0.174640 0.376713 -0.909719 -0.711265 0.687169 0.147988 0.680880 0.621206 0.387949 1.005457
   932 0.067100 0.108800 0.044400 0.174640 0.376713 -0.909719 -0.711265 0.687169 0.147988 0.680880 0.621206 0.387949 -0.000183
   933 0.067100 0.108800 0.044400 -0.711265 0.687169 0.147988 -0.174640 -0.376713 0.909719 0.680880 0.621206 0.387949 0.000988
   941 0.033800 0.127300 0.048600 0.055660 0.469088 -0.881396 -0.962949 0.258511 0.076820 0.263886 0.844463 0.466096 1.001778
   942 0.033800 0.127300 0.048600 0.055660 0.469088 -0.881396 -0.962949 0.258511 0.076820 0.263886 0.844463 0.466096 0.000647
   943 0.033800 0.127300 0.048600 -0.962949 0.258511 0.076820 -0.055660 -0.469088 0.881396 0.263886 0.844463 0.466096 -0.002496
  1011 0.000100 0.109300 0.077100 0.001058 0.754813 -0.655939 -0.999721 -0.014711 -0.018455 -0.023580 0.655776 0.754587 1.008081
  1012 0.000100 0.109300 0.077100 -0.999721 -0.014711 -0.018455 -0.001058 -0.754813 0.655939 -0.023580 0.655776 0.754587 -0.005055
  1013 0.000100 0.109300 0.077100 0.001058 0.754813 -0.655939 -0.999721 -0.014711 -0.018455 -0.023580 0.655776 0.754587 0.000769
  1021 0.035800 0.104800 0.075000 0.003843 0.761459 -0.648202 -0.961633 0.180647 0.206469 0.274314 0.622539 0.732938 1.010623
  1022 0.035800 0.104800 0.075000 -0.961633 0.180647 0.206469 -0.003843 -0.761459 0.648202 0.274314 0.622539 0.732938 -0.006879
  1023 0.035800 0.104800 0.075000 0.003843 0.761459 -0.648202 -0.961633 0.180647 0.206469 0.274314 0.622539 0.732938 0.000230
  1031 0.036800 0.075200 0.092300 0.029285 0.896150 -0.442784 -0.950376 0.162205 0.265470 0.309722 0.413037 0.856430 1.006611
  1032 0.036800 0.075200 0.092300 0.029285 0.896150 -0.442784 -0.950376 0.162205 0.265470 0.309722 0.413037 0.856430 -0.001065
  1033 0.036800 0.075200 0.092300 -0.950376 0.162205 0.265470 -0.029285 -0.896150 0.442784 0.309722 0.413037 0.856430 -0.001444
  1041 0.018400 0.044200 0.106200 -0.013952 0.979243 -0.202209 -0.991653 0.012376 0.128343 0.128181 0.202312 0.970896 0.991993
  1042 0.018400 0.044200 0.106200 -0.991653 0.012376 0.128343 0.013952 -0.979243 0.202209 0.128181 0.202312 0.970896 -0.002735
  1043 0.018400 0.044200 0.106200 -0.013952 0.979243 -0.202209 -0.991653 0.012376 0.128343 0.128181 0.202312 0.970896 0.000978
  1111 0.052500 0.040600 0.095300 0.872688 -0.018538 -0.487927 -0.054343 0.989379 -0.134815 0.485243 0.144167 0.862412 1.000061
  1112 0.052500 0.040600 0.095300 0.872688 -0.018538 -0.487927 -0.054343 0.989379 -0.134815 0.485243 0.144167 0.862412 -0.000086
